rank,Hospital,patient_count,total_billing,avg_billing
29660,Swanson-Ramirez,1,14989.68,14989.68
29661,"Ortega And Parsons, Curtis",1,14988.81,14988.81
29662,Grimes-Burch,1,14987.99,14987.99
29663,"Brady, Peterson Barton And",1,14982.14,14982.14
29664,"And Velazquez, Cunningham Brown",1,14981.87,14981.87
29665,Elliott-James,1,14981.37,14981.37
29666,"Lewis Bishop, And Adams",1,14980.58,14980.58
29667,Dunlap Ltd,1,14978.47,14978.47
29668,Herring-Peterson,1,14978.22,14978.22
29669,Evans-Mitchell,1,14977.78,14977.78
29670,Hobbs-Wu,1,14976.38,14976.38
29671,"Smith Dunn And Rice,",1,14971.17,14971.17
29672,"Parker And Carpenter Gomez,",1,14970.84,14970.84
29673,Vargas-Downs,1,14969.45,14969.45
29674,Young-Mccarthy,1,14969.06,14969.06
29675,Coleman-Stewart,1,14968.51,14968.51
29676,White-Meyer,1,14966.59,14966.59
29677,Clark-Mitchell,1,14966.29,14966.29
29678,Sons And Avery,1,14963.7,14963.7
29679,Ltd Montgomery,2,14963.52,7481.76
29680,Berg-Hanson,1,14962.73,14962.73
29681,"Miller Barnett Everett, And",1,14962.55,14962.55
29682,Avery-Wilson,1,14960.81,14960.81
29683,And Sons Stokes,1,14960.04,14960.04
29684,Stewart-Whitaker,1,14959.12,14959.12
29685,"Mullins Wallace, And Hill",1,14958.22,14958.22
29686,"Williams Skinner Scott, And",1,14958.11,14958.11
29687,"And Boyle Boyer Lawrence,",1,14957.53,14957.53
29688,"Ibarra And Mitchell Wilson,",1,14957.44,14957.44
29689,Wyatt-Roberts,1,14956.45,14956.45
29690,"And Ruiz Krueger, Brewer",1,14954.18,14954.18
29691,"Garza And Johnson Gordon,",1,14953.95,14953.95
29692,Fleming-Carney,1,14952.69,14952.69
29693,"Parks, Aguirre And Simmons",1,14952.45,14952.45
29694,"York, Johnson And Goodwin",1,14952.28,14952.28
29695,Smith-Barnett,1,14950.58,14950.58
29696,Sons And Cantrell,1,14949.44,14949.44
29697,"Alvarado Richard And Brown,",1,14949.39,14949.39
29698,"Jackson, Morrow And Lewis",1,14948.89,14948.89
29699,"Reyes Page Thompson, And",1,14947.86,14947.86
29700,Myers-Norton,1,14947.08,14947.08
29701,Cordova Llc,1,14945.33,14945.33
29702,Wade-Garcia,2,14941.71,7470.86
29703,Howe Group,1,14941.06,14941.06
29704,"Fletcher And Hoover Smith,",1,14940.41,14940.41
29705,And Stein Sons,1,14939.02,14939.02
29706,"Bell, Wright And Brown",1,14937.87,14937.87
29707,Love-Davis,1,14936.8,14936.8
29708,"Thomas Mckee, Burton And",1,14935.47,14935.47
29709,French-Marquez,1,14931.4,14931.4
29710,"And Dickerson Terry Sandoval,",1,14924.23,14924.23
29711,"Moore Richards, And Smith",1,14923.31,14923.31
29712,"Perry Haynes Robinson, And",1,14922.56,14922.56
29713,Wood-Gonzalez,1,14919.88,14919.88
29714,"King, And Anderson Mitchell",1,14918.77,14918.77
29715,"Hale Garner, Schultz And",1,14917.96,14917.96
29716,English-Stout,1,14917.64,14917.64
29717,Llc Greene,1,14917.47,14917.47
29718,Vega-Bradshaw,1,14916.94,14916.94
29719,Sexton-Chang,1,14914.56,14914.56
29720,Hutchinson-Riley,1,14914.45,14914.45
29721,"Allen And Page Graves,",1,14911.49,14911.49
29722,"Thornton, Hawkins And Castillo",1,14908.65,14908.65
29723,"Guerrero Perez And Miller,",1,14908.38,14908.38
29724,Farrell Ltd,1,14908.08,14908.08
29725,"Solis And Larsen Stanley,",1,14906.21,14906.21
29726,Dixon-Herrera,1,14903.41,14903.41
29727,Peterson-Williams,1,14902.95,14902.95
29728,"Walton And Silva, Cannon",1,14902.9,14902.9
29729,"Martinez Bartlett And Fisher,",1,14901.74,14901.74
29730,Turner-Arroyo,1,14900.38,14900.38
29731,"Oliver Singleton Thompson, And",1,14899.21,14899.21
29732,Rodriguez-Bond,1,14897.24,14897.24
29733,Aguilar-Bass,1,14896.98,14896.98
29734,Myers-Vaughn,1,14895.39,14895.39
29735,"Smith Meyer Hernandez, And",1,14893.59,14893.59
29736,Proctor Inc,1,14892.6,14892.6
29737,Sons And Harding,1,14892.47,14892.47
29738,Greene-Shields,1,14891.74,14891.74
29739,"Anderson And Fletcher, Brown",1,14891.71,14891.71
29740,Fisher-Rodriguez,1,14890.43,14890.43
29741,Fuller Plc,1,14889.79,14889.79
29742,"Lawrence, Turner Best And",1,14885.12,14885.12
29743,Wilson-Gibson,1,14884.46,14884.46
29744,"Lowe, Wallace And James",1,14881.84,14881.84
29745,"Miller Perry And Simon,",1,14880.36,14880.36
29746,Lewis-Humphrey,1,14880.23,14880.23
29747,"Williams And Knight Johnson,",1,14878.52,14878.52
29748,"Jones Brown, Hernandez And",1,14878.22,14878.22
29749,Maldonado-Davis,1,14878.21,14878.21
29750,"Cortez And Best Rivera,",1,14878.02,14878.02
29751,"Hernandez And Reid Edwards,",1,14877.35,14877.35
29752,Ross-Jones,1,14876.33,14876.33
29753,Richards-Clark,1,14875.67,14875.67
29754,Sons Morse And,1,14871.6,14871.6
29755,"Spencer Carpenter, And Thomas",1,14869.23,14869.23
29756,"Lindsey, Schultz Peterson And",1,14867.8,14867.8
29757,"Mcguire And Singleton, Gonzalez",1,14866.32,14866.32
29758,"Douglas, Nguyen Lewis And",1,14864.88,14864.88
29759,Gibson-Lucas,1,14862.58,14862.58
29760,Inc Foley,1,14859.7,14859.7
29761,Ltd Kirk,1,14858.08,14858.08
29762,"Avery Mclaughlin, And Reed",1,14857.43,14857.43
29763,"Cooke, Reyes Herrera And",1,14856.53,14856.53
29764,Butler-Underwood,1,14855.53,14855.53
29765,Rhodes Sons And,1,14852.51,14852.51
29766,Sons Ryan And,1,14849.65,14849.65
29767,"And Whitaker Howe, Thomas",1,14847.61,14847.61
29768,Palmer-Fleming,1,14847.59,14847.59
29769,Bullock Sons And,1,14845.1,14845.1
29770,Ferguson-Moore,1,14844.8,14844.8
29771,"And Allen, Taylor Bennett",1,14843.25,14843.25
29772,Mcgee-Brady,1,14843.1,14843.1
29773,French-Powell,1,14841.14,14841.14
29774,"Mcdonald Lee, And Fitzpatrick",1,14837.81,14837.81
29775,Roy-Rocha,1,14837.8,14837.8
29776,"Curtis Wolfe, And Jenkins",1,14831.72,14831.72
29777,Stanley-Davis,1,14831.21,14831.21
29778,"And May, Olson Wright",1,14829.33,14829.33
29779,Gonzales-Liu,1,14828.45,14828.45
29780,Moreno Group,1,14826.89,14826.89
29781,"Perry Mcdonald, And Rodriguez",1,14826.28,14826.28
29782,"And Compton Macdonald, Duran",1,14825.28,14825.28
29783,Stanley And Sons,1,14824.93,14824.93
29784,Paul-Charles,1,14823.81,14823.81
29785,Powell-Ponce,1,14822.64,14822.64
29786,"Rodriguez And Foster Richards,",1,14819.05,14819.05
29787,"Walker Parker Reynolds, And",1,14817.17,14817.17
29788,"And Miles, Lyons Foster",1,14814.28,14814.28
29789,"And Valentine, Benitez Carey",1,14814.14,14814.14
29790,Mcmahon-Powers,1,14809.96,14809.96
29791,Powell-Simpson,1,14807.35,14807.35
29792,"Cobb Stewart, And Morris",1,14807.33,14807.33
29793,"Henry, Hardin Rodriguez And",1,14805.53,14805.53
29794,"And Marks Arnold Alvarez,",1,14804.39,14804.39
29795,"Hall Mason And Clark,",1,14800.02,14800.02
29796,Edwards-Buck,1,14798.59,14798.59
29797,Wilson-Green,1,14796.79,14796.79
29798,"Williams Wilson, And Cox",1,14795.36,14795.36
29799,"Herrera, Morton Cruz And",1,14792.97,14792.97
29800,Hammond Group,2,14790.62,7395.31
29801,Howard-Andrews,1,14790.59,14790.59
29802,"Cooke Houston Villanueva, And",1,14787.89,14787.89
29803,"And Scott, Martinez Wilcox",1,14786.82,14786.82
29804,Howard-Sanchez,1,14784.6,14784.6
29805,Hernandez-Freeman,1,14783.1,14783.1
29806,Peterson-Wolf,1,14780.48,14780.48
29807,"Brown Nelson Camacho, And",1,14780.25,14780.25
29808,Lee-Bridges,1,14779.84,14779.84
29809,Humphrey Group,1,14778.32,14778.32
29810,Johnson-Mueller,1,14774.98,14774.98
29811,"Donovan Hampton, And Weaver",1,14769.51,14769.51
29812,"Mccormick, Rodgers Young And",1,14767.02,14767.02
29813,"Sampson, Wilson And Brown",1,14764.82,14764.82
29814,"Hall Davis And Adams,",1,14764.46,14764.46
29815,Anderson-Higgins,1,14763.85,14763.85
29816,"And Williams Perez, Howard",1,14762.27,14762.27
29817,Savage Ltd,2,14762.04,7381.02
29818,Nunez-Medina,1,14761.72,14761.72
29819,"Thompson, And Warren Murray",1,14760.57,14760.57
29820,Pope-Day,1,14759.4,14759.4
29821,Campbell-Obrien,1,14759.31,14759.31
29822,"Holmes, And Levine Eaton",1,14758.47,14758.47
29823,Meyers-Murray,1,14757.17,14757.17
29824,"And Franco Warner Gibson,",1,14755.55,14755.55
29825,Henderson-Garcia,1,14754.99,14754.99
29826,Inc Underwood,1,14754.52,14754.52
29827,Choi-Miller,1,14754.29,14754.29
29828,Castillo-Marquez,1,14752.11,14752.11
29829,"Sanchez Castillo, Miranda And",1,14751.64,14751.64
29830,"Obrien Morales Oneill, And",1,14749.87,14749.87
29831,Stewart-Garcia,1,14746.4,14746.4
29832,Terry-Anderson,1,14746.18,14746.18
29833,"Boyd And Hamilton, Lee",1,14743.35,14743.35
29834,Inc Carpenter,2,14741.32,7370.66
29835,Gentry-Snyder,1,14738.59,14738.59
29836,Stevens-Joseph,1,14737.61,14737.61
29837,Suarez-Proctor,1,14736.3,14736.3
29838,Sawyer-Mahoney,1,14735.42,14735.42
29839,David-Sellers,1,14735.41,14735.41
29840,Graham-Parsons,1,14735.28,14735.28
29841,And Leonard Sons,1,14734.61,14734.61
29842,"Sullivan, Mason Roach And",1,14731.66,14731.66
29843,"Schmidt Guerra, Anderson And",1,14730.54,14730.54
29844,"Schmidt And Dillon Austin,",1,14729.64,14729.64
29845,Noble-Chen,1,14728.67,14728.67
29846,Sanchez And Sons,1,14728.37,14728.37
29847,And Mason Sons,1,14727.99,14727.99
29848,"Cross, And Mcneil Palmer",1,14724.89,14724.89
29849,"And Hernandez Willis, Burke",1,14723.72,14723.72
29850,Irwin-Johnson,1,14720.42,14720.42
29851,Mcknight-Buck,1,14719.96,14719.96
29852,Ltd Odom,1,14718.35,14718.35
29853,"And Summers Edwards, Bailey",1,14716.13,14716.13
29854,"Riley, Walker And Mercado",1,14715.62,14715.62
29855,"Ray, Miles Christian And",1,14715.34,14715.34
29856,"And Cordova Rollins Schmidt,",1,14714.96,14714.96
29857,Miller-Mcintyre,1,14714.04,14714.04
29858,Spencer-Weiss,1,14713.94,14713.94
29859,"Wiggins Randall, Brown And",1,14711.9,14711.9
29860,Reid-Snyder,1,14710.03,14710.03
29861,Rogers-Herrera,1,14709.42,14709.42
29862,Austin-Lin,1,14708.72,14708.72
29863,And Sons Mora,1,14705.64,14705.64
29864,"Ellison And Sharp Mcguire,",1,14705.56,14705.56
29865,Morton-Andrade,1,14704.22,14704.22
29866,"Gibbs, Evans Mack And",1,14703.93,14703.93
29867,"Mercado Phillips Nelson, And",1,14702.77,14702.77
29868,Carr-Griffin,1,14700.39,14700.39
29869,"Potter, And West Randall",1,14700.33,14700.33
29870,Brown-Kelly,1,14699.28,14699.28
29871,Gaines-Mejia,1,14697.55,14697.55
29872,Hernandez-Valdez,1,14697.46,14697.46
29873,"Adams And Brown Benson,",1,14697.32,14697.32
29874,"Adams, Hayes And Gardner",1,14695.31,14695.31
29875,"Wolfe And Ingram, Cole",1,14694.03,14694.03
29876,"Robinson, And Butler Miller",1,14691.26,14691.26
29877,"And Williams Austin, Lee",1,14691.04,14691.04
29878,"Griffin Williams Mckay, And",1,14690.5,14690.5
29879,"Nunez, Potts And Green",1,14689.59,14689.59
29880,"Barton Dunn, And Flores",1,14688.5,14688.5
29881,Leonard-Walter,1,14683.55,14683.55
29882,"Carlson Santana, Atkins And",1,14683.16,14683.16
29883,And Holloway Sons,1,14681.08,14681.08
29884,Newton Plc,2,14681.04,7340.52
29885,Beck-Galloway,1,14681.02,14681.02
29886,Wallace-Nielsen,1,14676.22,14676.22
29887,"Cook, Small Monroe And",1,14673.68,14673.68
29888,Reese-Cunningham,1,14672.6,14672.6
29889,"Chavez Simmons Pace, And",1,14671.36,14671.36
29890,"White Evans, And Grant",1,14667.75,14667.75
29891,Patterson-Gordon,1,14664.69,14664.69
29892,"Oconnor Swanson And Scott,",1,14664.16,14664.16
29893,"Reid Kerr And Andrews,",1,14663.39,14663.39
29894,"And Johnson Wright Carter,",1,14657.57,14657.57
29895,"Rogers Baker Shepherd, And",1,14657.52,14657.52
29896,Whitney-Simpson,1,14657.5,14657.5
29897,"Wolf Lewis, And Griffin",1,14656.71,14656.71
29898,"And Sandoval Harris Henry,",1,14655.61,14655.61
29899,Ingram-Benson,1,14654.74,14654.74
29900,"Carson, Williams Hicks And",1,14654.57,14654.57
29901,Williams-Mason,1,14653.01,14653.01
29902,Barron-Phillips,1,14652.85,14652.85
29903,"And Jones Wilson, Kelly",1,14651.46,14651.46
29904,"Foster Phillips, Abbott And",1,14651.25,14651.25
29905,"Sharp And Jones Allen,",1,14651.19,14651.19
29906,"Jones And Martin Nielsen,",1,14650.62,14650.62
29907,"And Solomon Leon, Suarez",1,14649.7,14649.7
29908,Smith-Russell,1,14648.94,14648.94
29909,Robertson-Freeman,1,14648.44,14648.44
29910,"Alexander Simmons And Martinez,",1,14648.17,14648.17
29911,"Miller, Foster And Evans",1,14646.72,14646.72
29912,Evans-Benson,1,14645.36,14645.36
29913,"And Todd Munoz Foster,",1,14644.52,14644.52
29914,Cooper-Martin,1,14642.8,14642.8
29915,"Jones, Wolfe Brewer And",1,14642.33,14642.33
29916,"Perry, Dean Pugh And",1,14641.62,14641.62
29917,Walton Plc,1,14641.5,14641.5
29918,"And Montoya Flores, Boyer",1,14640.01,14640.01
29919,Inc Huff,1,14639.79,14639.79
29920,Ltd Daniel,1,14639.72,14639.72
29921,Ltd May,1,14637.83,14637.83
29922,Shah Group,1,14636.04,14636.04
29923,"Anderson Watson Moody, And",1,14632.64,14632.64
29924,Garcia-Aguilar,1,14632.61,14632.61
29925,Hernandez-Todd,1,14631.96,14631.96
29926,"And Roy Torres, Nelson",1,14630.91,14630.91
29927,Martin-French,1,14630.6,14630.6
29928,"Jordan And Espinoza Garrett,",1,14625.23,14625.23
29929,"Brown Nixon, And Taylor",1,14624.47,14624.47
29930,Morton-Morales,1,14624.11,14624.11
29931,Harrison-Valenzuela,1,14622.04,14622.04
29932,Gray-King,1,14618.9,14618.9
29933,"And West Smith Peters,",1,14615.36,14615.36
29934,"Campbell, Robinson And Ramirez",1,14609.03,14609.03
29935,Baldwin-Schultz,1,14608.4,14608.4
29936,Stein-Leonard,1,14607.04,14607.04
29937,Vega-Edwards,1,14606.64,14606.64
29938,"Stone And Meyer Tucker,",1,14603.57,14603.57
29939,Inc Eaton,1,14603.16,14603.16
29940,"George Salazar Walker, And",1,14599.01,14599.01
29941,"And Campbell Barnes Burke,",1,14597.53,14597.53
29942,Pope-Cisneros,1,14596.95,14596.95
29943,"Coleman Roberts, Kelly And",1,14596.14,14596.14
29944,Sawyer-Marshall,1,14596.07,14596.07
29945,"Johnson Smith Morgan, And",1,14595.91,14595.91
29946,Whitehead-Mathews,1,14595.62,14595.62
29947,Aguirre-Davis,1,14594.94,14594.94
29948,Graham-Maddox,1,14594.11,14594.11
29949,"Ward And White, Morales",1,14593.82,14593.82
29950,"Jones Peterson, And Bell",1,14593.7,14593.7
29951,And Sons Morrison,1,14590.35,14590.35
29952,"West And Rivas, West",1,14588.0,14588.0
29953,Whitaker-Shea,1,14585.48,14585.48
29954,Moran-Chan,1,14582.05,14582.05
29955,"And Glenn Williams Shannon,",1,14581.89,14581.89
29956,"Doyle, And Kent Scott",1,14581.37,14581.37
29957,"And Hawkins, Jackson Charles",1,14581.19,14581.19
29958,"Wheeler, Hernandez And Miller",1,14579.7,14579.7
29959,Bailey-Bean,1,14579.59,14579.59
29960,Jenkins-Smith,1,14578.86,14578.86
29961,And Sons Stafford,1,14578.18,14578.18
29962,Group Blake,1,14572.2,14572.2
29963,Lewis-Greene,1,14571.42,14571.42
29964,"And Watson Lee, Sexton",1,14570.38,14570.38
29965,Fisher-Cox,1,14569.98,14569.98
29966,Williams-Mahoney,1,14568.0,14568.0
29967,"Gomez And Espinoza, Wilson",1,14564.75,14564.75
29968,"Smith, And Cole Carter",1,14559.36,14559.36
29969,Watson-Butler,1,14558.33,14558.33
29970,Johnson-Nichols,1,14558.19,14558.19
29971,"And Garcia, Edwards Olson",1,14554.18,14554.18
29972,"And Hernandez, Townsend Thompson",1,14553.6,14553.6
29973,"And Green Garza Ware,",1,14551.88,14551.88
29974,"And Hobbs Jensen Johnson,",1,14551.56,14551.56
29975,"Garcia Schroeder, Gilbert And",1,14550.23,14550.23
29976,Curtis-Lin,1,14549.49,14549.49
29977,"Austin, Barron And Moore",1,14548.39,14548.39
29978,Cunningham-Salinas,1,14546.48,14546.48
29979,Martin-Ramsey,1,14542.93,14542.93
29980,"And Hall Johnson, Brown",1,14542.33,14542.33
29981,Freeman-Price,1,14541.47,14541.47
29982,Casey Inc,1,14538.41,14538.41
29983,Ellis-Eaton,1,14537.47,14537.47
29984,Garrett-Morgan,1,14537.29,14537.29
29985,"And Decker, Warner Farmer",1,14536.09,14536.09
29986,"Anderson, Long And Soto",1,14535.71,14535.71
29987,Jackson-Green,1,14533.53,14533.53
29988,"Scott And Mccormick Martin,",1,14533.36,14533.36
29989,Evans-Macdonald,1,14533.33,14533.33
29990,Hartman-Williams,1,14532.92,14532.92
29991,Perez-Hamilton,1,14532.34,14532.34
29992,"Brooks Alvarez And Smith,",1,14532.12,14532.12
29993,"Savage Gross And Adkins,",1,14531.6,14531.6
29994,Webb-Curry,1,14531.48,14531.48
29995,Gill-Fuller,1,14529.62,14529.62
29996,"And Ellis Hernandez Hunter,",1,14529.56,14529.56
29997,"Wheeler Bennett, Hines And",1,14529.41,14529.41
29998,"Moore, White And West",1,14528.3,14528.3
29999,"Smith, And Wood Scott",1,14528.22,14528.22
30000,"And Hughes Johnson Ward,",1,14528.21,14528.21
30001,"And Schroeder Fuller Jones,",1,14526.45,14526.45
30002,"Williams And Mccarthy, Garcia",1,14524.26,14524.26
30003,"Haney, And Diaz Watson",1,14519.31,14519.31
30004,Spencer-Rhodes,1,14517.13,14517.13
30005,"Huff Miller And Thomas,",1,14516.75,14516.75
30006,Gonzales-Morris,1,14515.89,14515.89
30007,"Pineda, Phelps Webb And",1,14514.06,14514.06
30008,Blake And Sons,1,14513.41,14513.41
30009,Kerr-Young,1,14511.54,14511.54
30010,"Escobar Barajas And Murphy,",1,14510.6,14510.6
30011,Sons And Brooks,1,14509.25,14509.25
30012,"Castaneda, And Berg Johnson",1,14506.31,14506.31
30013,"Morales, And Sheppard Gregory",1,14504.62,14504.62
30014,Anderson-Jones,1,14503.76,14503.76
30015,And Dean Sons,1,14501.51,14501.51
30016,Cervantes Llc,1,14500.53,14500.53
30017,Hood-Martin,1,14497.32,14497.32
30018,Rice-Murphy,1,14496.78,14496.78
30019,Blackwell-Alvarez,1,14496.49,14496.49
30020,"Barnes Kennedy Thomas, And",1,14495.67,14495.67
30021,Rojas-Robinson,1,14495.12,14495.12
30022,Perez-Williams,1,14494.05,14494.05
30023,"Mendoza Jennings, And Petersen",1,14492.1,14492.1
30024,"And Turner Shannon, Smith",1,14491.63,14491.63
30025,"Wright Shaw And Nielsen,",1,14491.46,14491.46
30026,Arroyo-Nielsen,1,14491.14,14491.14
30027,Morris-Daniels,1,14490.86,14490.86
30028,Kramer-Santos,1,14489.94,14489.94
30029,"Shah And Craig, Huynh",1,14488.96,14488.96
30030,"Fuentes, And Morales Ramsey",1,14488.76,14488.76
30031,Hughes-Woods,1,14488.44,14488.44
30032,"And Scott Buchanan Cooper,",1,14486.44,14486.44
30033,Suarez-Becker,1,14483.78,14483.78
30034,"Baker, Johnson Rich And",1,14480.52,14480.52
30035,Edwards-Austin,1,14479.72,14479.72
30036,Solomon-Clark,1,14479.22,14479.22
30037,Glass-Baker,1,14474.66,14474.66
30038,"Hill, Flores And Moreno",1,14473.43,14473.43
30039,Gonzalez-Maldonado,1,14472.1,14472.1
30040,"And Rivers, Rivas Medina",1,14471.98,14471.98
30041,"Williams And Thomas, Kim",1,14469.29,14469.29
30042,Brewer-Weaver,1,14468.09,14468.09
30043,Watson-Young,1,14467.41,14467.41
30044,Alexander-Mcdaniel,1,14465.14,14465.14
30045,"And Chang, Franklin Conway",1,14464.12,14464.12
30046,"Lucas, Dixon And Lopez",1,14464.1,14464.1
30047,Davis-Mann,1,14463.6,14463.6
30048,"Salazar, Weaver Rodriguez And",1,14462.41,14462.41
30049,"And Briggs, Rogers Murillo",1,14462.17,14462.17
30050,Perkins-Miller,1,14461.43,14461.43
30051,"French Harris English, And",1,14461.25,14461.25
30052,Baker-Griffith,1,14460.94,14460.94
30053,Fitzgerald-Morris,1,14460.68,14460.68
30054,Inc Finley,1,14457.86,14457.86
30055,Shields-Peterson,1,14454.15,14454.15
30056,Mack-Carroll,1,14454.05,14454.05
30057,And Sons Houston,1,14450.77,14450.77
30058,Williams-Henderson,1,14447.8,14447.8
30059,"Tran, Sullivan And Johnson",1,14447.23,14447.23
30060,Ruiz-Roman,1,14440.57,14440.57
30061,Roberts-Taylor,1,14437.61,14437.61
30062,"Cooper, And Wright Harvey",1,14437.38,14437.38
30063,Morgan-Walker,1,14437.14,14437.14
30064,"Gibson, And Joseph Kennedy",1,14433.82,14433.82
30065,"And Pratt Turner, Roth",1,14430.81,14430.81
30066,Warren-Martin,1,14426.82,14426.82
30067,Garcia-Bennett,1,14425.89,14425.89
30068,Moore-Allen,1,14424.55,14424.55
30069,"Richard And Williams, Robles",1,14424.24,14424.24
30070,Franklin-Clark,1,14421.96,14421.96
30071,"Bradley Woods Morton, And",1,14421.75,14421.75
30072,"Wallace Mahoney, Taylor And",1,14421.34,14421.34
30073,"And Prince, Spencer Jennings",1,14421.3,14421.3
30074,"Fields Kemp And Bowman,",1,14420.71,14420.71
30075,Washington-Cummings,1,14420.37,14420.37
30076,Boyd-Gomez,1,14419.17,14419.17
30077,"Harris And Gray, Camacho",1,14416.59,14416.59
30078,Crosby-Shelton,1,14415.17,14415.17
30079,"Bowen Lewis And Singh,",1,14414.18,14414.18
30080,"Webb Lee, Hendricks And",1,14413.84,14413.84
30081,"Villanueva, Ballard And Williams",1,14412.48,14412.48
30082,Inc Luna,1,14409.34,14409.34
30083,Allen-Sullivan,1,14406.33,14406.33
30084,"Walsh, Howell And Jennings",1,14405.94,14405.94
30085,Griffin-Wall,1,14402.47,14402.47
30086,"Figueroa Duarte, And Collier",1,14401.52,14401.52
30087,Hatfield-Simon,1,14400.95,14400.95
30088,Mccoy-Ayala,1,14399.39,14399.39
30089,"Howe Shaw And Peterson,",1,14398.97,14398.97
30090,"Stuart And Bell, Mendoza",1,14397.98,14397.98
30091,Keith Group,1,14397.21,14397.21
30092,Smith-Wagner,1,14394.0,14394.0
30093,Lewis-Miranda,1,14388.12,14388.12
30094,Luna-Henry,1,14387.29,14387.29
30095,Myers-West,1,14385.17,14385.17
30096,Matthews Ltd,1,14382.83,14382.83
30097,"Wright Kelley, And Long",1,14382.65,14382.65
30098,"And Walton Rowe, Hubbard",1,14381.78,14381.78
30099,"And Roth, Young Smith",1,14381.28,14381.28
30100,Llc Powell,2,14379.42,7189.71
30101,Reid-Allen,1,14379.27,14379.27
30102,"And Shields, Hanson Marshall",1,14379.18,14379.18
30103,"Sullivan, And Mcintosh Lin",1,14378.51,14378.51
30104,"Smith And Johnston, Collins",1,14377.33,14377.33
30105,"Hunt, And Williams Perez",1,14376.65,14376.65
30106,"Morales And Mathis Davis,",1,14372.68,14372.68
30107,Moore-Waters,1,14371.54,14371.54
30108,Reed-Gonzalez,1,14371.12,14371.12
30109,"Soto, And Porter Leon",1,14370.79,14370.79
30110,"Moreno Rodriguez, And Duran",1,14370.46,14370.46
30111,"And Delacruz, Montes Knight",1,14368.07,14368.07
30112,Rocha-Medina,1,14367.01,14367.01
30113,"Alvarez And York Rocha,",1,14366.76,14366.76
30114,"Brown, And Ayala Sims",1,14365.22,14365.22
30115,Cervantes-Morrison,1,14364.12,14364.12
30116,"Gill, And Casey Martinez",1,14361.09,14361.09
30117,Hanson-Harris,1,14355.01,14355.01
30118,Richardson-Solis,1,14354.72,14354.72
30119,"Carlson, And Wilkinson Jones",1,14354.07,14354.07
30120,"And Mcbride Thompson Carter,",1,14354.06,14354.06
30121,"Miranda, Keith Cole And",1,14353.27,14353.27
30122,"And Hopkins, Lowery Wright",1,14352.15,14352.15
30123,"Brown Dean, Johnston And",1,14350.83,14350.83
30124,"Wheeler, Johnson Fisher And",1,14348.23,14348.23
30125,Gallegos-Bird,1,14346.47,14346.47
30126,Romero-King,1,14345.08,14345.08
30127,Diaz-Carroll,1,14345.03,14345.03
30128,"And Brown Anderson, Moyer",1,14343.35,14343.35
30129,Pennington-Bowen,1,14343.25,14343.25
30130,Parker-Jacobs,1,14343.24,14343.24
30131,Knapp-Shah,1,14340.92,14340.92
30132,"Huff Lee Peterson, And",1,14340.75,14340.75
30133,"Murphy Jimenez, Gonzalez And",1,14340.58,14340.58
30134,"Moore, Edwards And Carpenter",1,14340.36,14340.36
30135,Bennett Llc,2,14339.25,7169.62
30136,Stephens-Diaz,1,14338.83,14338.83
30137,"Arnold Williams Baker, And",1,14333.79,14333.79
30138,Group Diaz,1,14333.55,14333.55
30139,Anthony-Mcconnell,1,14331.9,14331.9
30140,Martin-Drake,1,14330.27,14330.27
30141,"York Miller, And Kelley",1,14330.09,14330.09
30142,"And Rhodes, Johnston West",1,14329.0,14329.0
30143,"Newman And Colon, Knight",1,14327.51,14327.51
30144,"Porter, Schneider And Mckinney",1,14326.73,14326.73
30145,"Nguyen, And Kline Ramirez",1,14324.27,14324.27
30146,"Lawrence And Smith Stewart,",1,14323.75,14323.75
30147,"Melton Savage, And Dorsey",1,14323.58,14323.58
30148,Maldonado-Anderson,1,14321.85,14321.85
30149,Johnson-Wise,1,14320.69,14320.69
30150,Hill-Gates,1,14317.5,14317.5
30151,"And Valencia Gallagher, Salazar",1,14316.65,14316.65
30152,Simpson-Holmes,1,14312.66,14312.66
30153,Anderson-Franklin,1,14312.65,14312.65
30154,Olson And Sons,1,14312.53,14312.53
30155,Summers-Gibson,1,14311.81,14311.81
30156,"Allen, Jackson And Walker",1,14310.08,14310.08
30157,Martinez-Horton,1,14306.79,14306.79
30158,"Dixon Tran Larson, And",1,14305.5,14305.5
30159,"Chapman Black And Bell,",1,14304.53,14304.53
30160,"Lee And Flores, Carter",1,14303.16,14303.16
30161,"And Calderon Swanson, Simon",1,14301.72,14301.72
30162,Pacheco-Massey,1,14300.94,14300.94
30163,"And Lee Jones, Coleman",1,14298.93,14298.93
30164,Jones-Collins,1,14298.23,14298.23
30165,"Yates And Dixon Rogers,",1,14298.03,14298.03
30166,Arellano-Ramirez,1,14295.23,14295.23
30167,"Jones And Hill, Medina",1,14294.9,14294.9
30168,Smith-Patterson,1,14294.72,14294.72
30169,"Johnson, And Smith Brown",1,14294.63,14294.63
30170,"James Turner, And Yu",1,14292.52,14292.52
30171,"Ray, Cain And Miller",1,14291.7,14291.7
30172,Marks-Patrick,1,14291.45,14291.45
30173,"And Lee Castillo, Johnson",1,14290.88,14290.88
30174,"Harrell Spencer, Jacobson And",1,14288.58,14288.58
30175,Ltd Horton,1,14287.66,14287.66
30176,"And Velasquez Marshall, Contreras",1,14285.99,14285.99
30177,"Green, And Bell Silva",1,14284.0,14284.0
30178,And Sons Carlson,1,14283.02,14283.02
